 Card Number	Card Type	Length [m]	Alive [%]	x Average [m]	x' Average [rad]	y Average [m]	y' Average [rad]	Phase Average [rad]	Momentum Average [GeV/c]	Kinetic Energy Average [GeV]	Rest Energy Average [GeV]	RF Phase [deg]	Power loss [watt]
     6	   3	    0.885000000000001E-01	    0.100000000000000E+03	   -0.455593141558406E-04	   -0.238601699296118E-03	    0.870608645129060E-04	   -0.844362957714549E-04	    0.714227633398606E+00	    0.638885692498770E-01	    0.182629362791488E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.890000000000001E-01	    0.100000000000000E+03	   -0.456786158537867E-04	   -0.238603395892317E-03	    0.870186462080766E-04	   -0.844366096592261E-04	    0.714293134407734E+00	    0.638885692532399E-01	    0.182629362813662E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.890000000000001E-01	    0.100000000000000E+03	   -0.456786158537867E-04	   -0.238603395892317E-03	    0.870186462080766E-04	   -0.844366096592261E-04	    0.714293134407734E+00	    0.638885692532399E-01	    0.182629362813662E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.895000000000001E-01	    0.100000000000000E+03	   -0.457979175517333E-04	   -0.238603395892317E-03	    0.869764279032474E-04	   -0.844366096592261E-04	    0.714358635416862E+00	    0.638885692532399E-01	    0.182629362813662E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.900000000000001E-01	    0.100000000000000E+03	   -0.459172200978788E-04	   -0.238605092291739E-03	    0.869342094418816E-04	   -0.844369227315269E-04	    0.714424131924067E+00	    0.638885692566574E-01	    0.182629362836191E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.900000000000001E-01	    0.100000000000000E+03	   -0.459172200978788E-04	   -0.238605092291739E-03	    0.869342094418816E-04	   -0.844369227315269E-04	    0.714424131924067E+00	    0.638885692566574E-01	    0.182629362836191E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.905000000000001E-01	    0.100000000000000E+03	   -0.460365226440249E-04	   -0.238605092291739E-03	    0.868919909805164E-04	   -0.844369227315269E-04	    0.714489628431264E+00	    0.638885692566574E-01	    0.182629362836191E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.910000000000001E-01	    0.100000000000000E+03	   -0.461558260382773E-04	   -0.238606788504169E-03	    0.868497723630132E-04	   -0.844372350051942E-04	    0.714555120435529E+00	    0.638885692601245E-01	    0.182629362859035E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.910000000000001E-01	    0.100000000000000E+03	   -0.461558260382773E-04	   -0.238606788504169E-03	    0.868497723630132E-04	   -0.844372350051942E-04	    0.714555120435529E+00	    0.638885692601245E-01	    0.182629362859035E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.915000000000001E-01	    0.100000000000000E+03	   -0.462751294325287E-04	   -0.238606788504169E-03	    0.868075537455098E-04	   -0.844372350051942E-04	    0.714620612439788E+00	    0.638885692601245E-01	    0.182629362859035E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.920000000000001E-01	    0.100000000000000E+03	   -0.463944336745432E-04	   -0.238608484028375E-03	    0.867653349722561E-04	   -0.844375465075699E-04	    0.714686099939963E+00	    0.638885692636472E-01	    0.182629362882227E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.920000000000001E-01	    0.100000000000000E+03	   -0.463944336745432E-04	   -0.238608484028375E-03	    0.867653349722561E-04	   -0.844375465075699E-04	    0.714686099939963E+00	    0.638885692636472E-01	    0.182629362882227E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.925000000000001E-01	    0.100000000000000E+03	   -0.465137379165573E-04	   -0.238608484028375E-03	    0.867231161990027E-04	   -0.844375465075699E-04	    0.714751587440146E+00	    0.638885692636472E-01	    0.182629362882227E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.930000000000001E-01	    0.100000000000000E+03	   -0.466330430061603E-04	   -0.238610179206471E-03	    0.866808972701436E-04	   -0.844378577184600E-04	    0.714817070435444E+00	    0.638885692672110E-01	    0.182629362905701E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.930000000000001E-01	    0.100000000000000E+03	   -0.466330430061603E-04	   -0.238610179206471E-03	    0.866808972701436E-04	   -0.844378577184600E-04	    0.714817070435444E+00	    0.638885692672110E-01	    0.182629362905701E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.935000000000001E-01	    0.100000000000000E+03	   -0.467523480957637E-04	   -0.238610179206471E-03	    0.866386783412838E-04	   -0.844378577184600E-04	    0.714882553430741E+00	    0.638885692672110E-01	    0.182629362905701E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.940000000000001E-01	    0.100000000000000E+03	   -0.468716540325783E-04	   -0.238611873628793E-03	    0.865964592568286E-04	   -0.844381689106668E-04	    0.714948031920244E+00	    0.638885692708220E-01	    0.182629362929475E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.940000000000001E-01	    0.100000000000000E+03	   -0.468716540325783E-04	   -0.238611873628793E-03	    0.865964592568286E-04	   -0.844381689106668E-04	    0.714948031920244E+00	    0.638885692708220E-01	    0.182629362929475E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.945000000000001E-01	    0.100000000000000E+03	   -0.469909599693923E-04	   -0.238611873628793E-03	    0.865542401723737E-04	   -0.844381689106668E-04	    0.715013510409733E+00	    0.638885692708220E-01	    0.182629362929475E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.950000000000001E-01	    0.100000000000000E+03	   -0.471102667530746E-04	   -0.238613567364353E-03	    0.865120209322571E-04	   -0.844384802322261E-04	    0.715078984392581E+00	    0.638885692744775E-01	    0.182629362953545E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.950000000000001E-01	    0.100000000000000E+03	   -0.471102667530746E-04	   -0.238613567364353E-03	    0.865120209322571E-04	   -0.844384802322261E-04	    0.715078984392581E+00	    0.638885692744775E-01	    0.182629362953545E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.955000000000001E-01	    0.100000000000000E+03	   -0.472295735367569E-04	   -0.238613567364353E-03	    0.864698016921415E-04	   -0.844384802322261E-04	    0.715144458375419E+00	    0.638885692744775E-01	    0.182629362953545E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.960000000000001E-01	    0.100000000000000E+03	   -0.473488811673772E-04	   -0.238615261240222E-03	    0.864275822963661E-04	   -0.844387915502816E-04	    0.715209927850847E+00	    0.638885692781735E-01	    0.182629362977898E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.960000000000001E-01	    0.100000000000000E+03	   -0.473488811673772E-04	   -0.238615261240222E-03	    0.864275822963661E-04	   -0.844387915502816E-04	    0.715209927850847E+00	    0.638885692781735E-01	    0.182629362977898E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.965000000000001E-01	    0.100000000000000E+03	   -0.474681887979969E-04	   -0.238615261240222E-03	    0.863853629005910E-04	   -0.844387915502816E-04	    0.715275397326276E+00	    0.638885692781735E-01	    0.182629362977898E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.970000000000001E-01	    0.100000000000000E+03	   -0.475874972761431E-04	   -0.238616956291933E-03	    0.863431433490732E-04	   -0.844391030363204E-04	    0.715340862293780E+00	    0.638885692818997E-01	    0.182629363002443E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.970000000000001E-01	    0.100000000000000E+03	   -0.475874972761431E-04	   -0.238616956291933E-03	    0.863431433490732E-04	   -0.844391030363204E-04	    0.715340862293780E+00	    0.638885692818997E-01	    0.182629363002443E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.975000000000001E-01	    0.100000000000000E+03	   -0.477068057542890E-04	   -0.238616956291933E-03	    0.863009237975547E-04	   -0.844391030363204E-04	    0.715406327261286E+00	    0.638885692818997E-01	    0.182629363002443E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.980000000000001E-01	    0.100000000000000E+03	   -0.478261150805081E-04	   -0.238618652437863E-03	    0.862587040902477E-04	   -0.844394146134503E-04	    0.715471787720244E+00	    0.638885692856628E-01	    0.182629363027240E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.980000000000001E-01	    0.100000000000000E+03	   -0.478261150805081E-04	   -0.238618652437863E-03	    0.862587040902477E-04	   -0.844394146134503E-04	    0.715471787720244E+00	    0.638885692856628E-01	    0.182629363027240E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.985000000000001E-01	    0.100000000000000E+03	   -0.479454244067271E-04	   -0.238618652437863E-03	    0.862164843829412E-04	   -0.844394146134503E-04	    0.715537248179204E+00	    0.638885692856628E-01	    0.182629363027240E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.990000000000001E-01	    0.100000000000000E+03	   -0.480647345814122E-04	   -0.238620349370540E-03	    0.861742645196235E-04	   -0.844397266353280E-04	    0.715602704129079E+00	    0.638885692894597E-01	    0.182629363052272E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.990000000000001E-01	    0.100000000000000E+03	   -0.480647345814122E-04	   -0.238620349370540E-03	    0.861742645196235E-04	   -0.844397266353280E-04	    0.715602704129079E+00	    0.638885692894597E-01	    0.182629363052272E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.995000000000001E-01	    0.100000000000000E+03	   -0.481840447560977E-04	   -0.238620349370540E-03	    0.861320446563054E-04	   -0.844397266353280E-04	    0.715668160078963E+00	    0.638885692894597E-01	    0.182629363052272E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.100000000000000E+00	    0.100000000000000E+03	   -0.483033557797215E-04	   -0.238622047248539E-03	    0.860898246367552E-04	   -0.844400391014900E-04	    0.715733611519308E+00	    0.638885692932881E-01	    0.182629363077526E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.100000000000000E+00	    0.100000000000000E+03	   -0.483033557797215E-04	   -0.238622047248539E-03	    0.860898246367552E-04	   -0.844400391014900E-04	    0.715733611519308E+00	    0.638885692932881E-01	    0.182629363077526E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.100500000000000E+00	    0.100000000000000E+03	   -0.484226668033461E-04	   -0.238622047248539E-03	    0.860476046172048E-04	   -0.844400391014900E-04	    0.715799062959659E+00	    0.638885692932881E-01	    0.182629363077526E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.101000000000000E+00	    0.100000000000000E+03	   -0.485419786763924E-04	   -0.238623746092616E-03	    0.860053844411807E-04	   -0.844403520478408E-04	    0.715864509890166E+00	    0.638885692971412E-01	    0.182629363102953E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.101000000000000E+00	    0.100000000000000E+03	   -0.485419786763924E-04	   -0.238623746092616E-03	    0.860053844411807E-04	   -0.844403520478408E-04	    0.715864509890166E+00	    0.638885692971412E-01	    0.182629363102953E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.101500000000000E+00	    0.100000000000000E+03	   -0.486612905494389E-04	   -0.238623746092616E-03	    0.859631642651564E-04	   -0.844403520478408E-04	    0.715929956820682E+00	    0.638885692971412E-01	    0.182629363102953E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.102000000000000E+00	    0.100000000000000E+03	   -0.487806032723818E-04	   -0.238625445885930E-03	    0.859209439324331E-04	   -0.844406654459862E-04	    0.715995399241162E+00	    0.638885693010154E-01	    0.182629363128539E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.102000000000000E+00	    0.100000000000000E+03	   -0.487806032723818E-04	   -0.238625445885930E-03	    0.859209439324331E-04	   -0.844406654459862E-04	    0.715995399241162E+00	    0.638885693010154E-01	    0.182629363128539E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.102500000000000E+00	    0.100000000000000E+03	   -0.488999159953241E-04	   -0.238625445885930E-03	    0.858787235997106E-04	   -0.844406654459862E-04	    0.716060841661645E+00	    0.638885693010154E-01	    0.182629363128539E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.103000000000000E+00	    0.100000000000000E+03	   -0.490192295683992E-04	   -0.238627146149446E-03	    0.858365031097546E-04	   -0.844409799117892E-04	    0.716126279572036E+00	    0.638885693049052E-01	    0.182629363154266E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.103000000000000E+00	    0.100000000000000E+03	   -0.490192295683992E-04	   -0.238627146149446E-03	    0.858365031097546E-04	   -0.844409799117892E-04	    0.716126279572036E+00	    0.638885693049052E-01	    0.182629363154266E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.103500000000000E+00	    0.100000000000000E+03	   -0.491385431414740E-04	   -0.238627146149446E-03	    0.857942826197991E-04	   -0.844409799117892E-04	    0.716191717482428E+00	    0.638885693049052E-01	    0.182629363154266E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.104000000000000E+00	    0.100000000000000E+03	   -0.492578575650934E-04	   -0.238628847238386E-03	    0.857520619717442E-04	   -0.844412961096082E-04	    0.716257150882977E+00	    0.638885693087978E-01	    0.182629363180034E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.104000000000000E+00	    0.100000000000000E+03	   -0.492578575650934E-04	   -0.238628847238386E-03	    0.857520619717442E-04	   -0.844412961096082E-04	    0.716257150882977E+00	    0.638885693087978E-01	    0.182629363180034E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.104500000000000E+00	    0.100000000000000E+03	   -0.493771719887128E-04	   -0.238628847238386E-03	    0.857098413236891E-04	   -0.844412961096082E-04	    0.716322584283519E+00	    0.638885693087978E-01	    0.182629363180034E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.105000000000000E+00	    0.100000000000000E+03	   -0.494964872633987E-04	   -0.238630549372614E-03	    0.856676205166567E-04	   -0.844416140642418E-04	    0.716388013174413E+00	    0.638885693126970E-01	    0.182629363205876E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.105000000000000E+00	    0.100000000000000E+03	   -0.494964872633987E-04	   -0.238630549372614E-03	    0.856676205166567E-04	   -0.844416140642418E-04	    0.716388013174413E+00	    0.638885693126970E-01	    0.182629363205876E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.105500000000000E+00	    0.100000000000000E+03	   -0.496158025380852E-04	   -0.238630549372614E-03	    0.856253997096245E-04	   -0.844416140642418E-04	    0.716453442065307E+00	    0.638885693126970E-01	    0.182629363205876E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.106000000000000E+00	    0.100000000000000E+03	   -0.497351186641759E-04	   -0.238632252180957E-03	    0.855831787425186E-04	   -0.844419342124015E-04	    0.716518866446758E+00	    0.638885693166023E-01	    0.182629363231806E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.106000000000000E+00	    0.100000000000000E+03	   -0.497351186641759E-04	   -0.238632252180957E-03	    0.855831787425186E-04	   -0.844419342124015E-04	    0.716518866446758E+00	    0.638885693166023E-01	    0.182629363231806E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.106500000000000E+00	    0.100000000000000E+03	   -0.498544347902658E-04	   -0.238632252180957E-03	    0.855409577754126E-04	   -0.844419342124015E-04	    0.716584290828208E+00	    0.638885693166023E-01	    0.182629363231806E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.107000000000000E+00	    0.100000000000000E+03	   -0.499737517681874E-04	   -0.238633955842812E-03	    0.854987366471960E-04	   -0.844422564338331E-04	    0.716649710700414E+00	    0.638885693205152E-01	    0.182629363257801E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.107000000000000E+00	    0.100000000000000E+03	   -0.499737517681874E-04	   -0.238633955842812E-03	    0.854987366471960E-04	   -0.844422564338331E-04	    0.716649710700414E+00	    0.638885693205152E-01	    0.182629363257801E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.107500000000000E+00	    0.100000000000000E+03	   -0.500930687461092E-04	   -0.238633955842812E-03	    0.854565155189783E-04	   -0.844422564338331E-04	    0.716715130572619E+00	    0.638885693205152E-01	    0.182629363257801E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.108000000000000E+00	    0.100000000000000E+03	   -0.502123865763397E-04	   -0.238635660462082E-03	    0.854142942286784E-04	   -0.844425806004328E-04	    0.716780545936035E+00	    0.638885693244249E-01	    0.182629363283815E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.108000000000000E+00	    0.100000000000000E+03	   -0.502123865763397E-04	   -0.238635660462082E-03	    0.854142942286784E-04	   -0.844425806004328E-04	    0.716780545936035E+00	    0.638885693244249E-01	    0.182629363283815E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.108500000000000E+00	    0.100000000000000E+03	   -0.503317044065708E-04	   -0.238635660462082E-03	    0.853720729383782E-04	   -0.844425806004328E-04	    0.716845961299458E+00	    0.638885693244249E-01	    0.182629363283815E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.109000000000000E+00	    0.100000000000000E+03	   -0.504510230893646E-04	   -0.238637365587973E-03	    0.853298514849558E-04	   -0.844429068449316E-04	    0.716911372154755E+00	    0.638885693283229E-01	    0.182629363309827E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.109000000000000E+00	    0.100000000000000E+03	   -0.504510230893646E-04	   -0.238637365587973E-03	    0.853298514849558E-04	   -0.844429068449316E-04	    0.716911372154755E+00	    0.638885693283229E-01	    0.182629363309827E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.109500000000000E+00	    0.100000000000000E+03	   -0.505703417721590E-04	   -0.238637365587973E-03	    0.852876300315334E-04	   -0.844429068449316E-04	    0.716976783010057E+00	    0.638885693283229E-01	    0.182629363309827E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.110000000000000E+00	    0.100000000000000E+03	   -0.506896613075363E-04	   -0.238639070755052E-03	    0.852454084139649E-04	   -0.844432351375197E-04	    0.717042189357898E+00	    0.638885693322099E-01	    0.182629363335792E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.110000000000000E+00	    0.100000000000000E+03	   -0.506896613075363E-04	   -0.238639070755052E-03	    0.852454084139649E-04	   -0.844432351375197E-04	    0.717042189357898E+00	    0.638885693322099E-01	    0.182629363335792E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.110500000000000E+00	    0.100000000000000E+03	   -0.508089808429141E-04	   -0.238639070755052E-03	    0.852031867963959E-04	   -0.844432351375197E-04	    0.717107595705746E+00	    0.638885693322099E-01	    0.182629363335792E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.111000000000000E+00	    0.100000000000000E+03	   -0.509283012309779E-04	   -0.238640776126928E-03	    0.851609650139891E-04	   -0.844435648138639E-04	    0.717172997546914E+00	    0.638885693360808E-01	    0.182629363361720E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.111000000000000E+00	    0.100000000000000E+03	   -0.509283012309779E-04	   -0.238640776126928E-03	    0.851609650139891E-04	   -0.844435648138639E-04	    0.717172997546914E+00	    0.638885693360808E-01	    0.182629363361720E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.111500000000000E+00	    0.100000000000000E+03	   -0.510476216190411E-04	   -0.238640776126928E-03	    0.851187432315832E-04	   -0.844435648138639E-04	    0.717238399388100E+00	    0.638885693360808E-01	    0.182629363361720E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.112000000000000E+00	    0.100000000000000E+03	   -0.511669427778580E-04	   -0.238642317634287E-03	    0.850765212603931E-04	   -0.844439423775918E-04	    0.717303796763059E+00	    0.638885693378868E-01	    0.182629363375867E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.112000000000000E+00	    0.100000000000000E+03	   -0.511669427778580E-04	   -0.238642317634287E-03	    0.850765212603931E-04	   -0.844439423775918E-04	    0.717303796763059E+00	    0.638885693378868E-01	    0.182629363375867E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.112500000000000E+00	    0.100000000000000E+03	   -0.512862639366750E-04	   -0.238642317634287E-03	    0.850342992892043E-04	   -0.844439423775918E-04	    0.717369194138014E+00	    0.638885693378868E-01	    0.182629363375867E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.113000000000000E+00	    0.100000000000000E+03	   -0.514055858655372E-04	   -0.238643857724338E-03	    0.849920771286013E-04	   -0.844443212061448E-04	    0.717434587046114E+00	    0.638885693397321E-01	    0.182629363390296E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.113000000000000E+00	    0.100000000000000E+03	   -0.514055858655372E-04	   -0.238643857724338E-03	    0.849920771286013E-04	   -0.844443212061448E-04	    0.717434587046114E+00	    0.638885693397321E-01	    0.182629363390296E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.113500000000000E+00	    0.100000000000000E+03	   -0.515249077943996E-04	   -0.238643857724338E-03	    0.849498549679980E-04	   -0.844443212061448E-04	    0.717499979954217E+00	    0.638885693397321E-01	    0.182629363390296E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.114000000000000E+00	    0.100000000000000E+03	   -0.516442304926726E-04	   -0.238645396546039E-03	    0.849076326171146E-04	   -0.844447017658325E-04	    0.717565368394727E+00	    0.638885693416225E-01	    0.182629363405019E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.114000000000000E+00	    0.100000000000000E+03	   -0.516442304926726E-04	   -0.238645396546039E-03	    0.849076326171146E-04	   -0.844447017658325E-04	    0.717565368394727E+00	    0.638885693416225E-01	    0.182629363405019E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.114500000000000E+00	    0.100000000000000E+03	   -0.517635531909454E-04	   -0.238645396546039E-03	    0.848654102662326E-04	   -0.844447017658325E-04	    0.717630756835244E+00	    0.638885693416225E-01	    0.182629363405019E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.115000000000000E+00	    0.100000000000000E+03	   -0.518828766582168E-04	   -0.238646934541638E-03	    0.848231877242199E-04	   -0.844450840247406E-04	    0.717696140807424E+00	    0.638885693435596E-01	    0.182629363420047E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.115000000000000E+00	    0.100000000000000E+03	   -0.518828766582168E-04	   -0.238646934541638E-03	    0.848231877242199E-04	   -0.844450840247406E-04	    0.717696140807424E+00	    0.638885693435596E-01	    0.182629363420047E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.115500000000000E+00	    0.100000000000000E+03	   -0.520022001254874E-04	   -0.238646934541638E-03	    0.847809651822079E-04	   -0.844450840247406E-04	    0.717761524779603E+00	    0.638885693435596E-01	    0.182629363420047E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.116000000000000E+00	    0.100000000000000E+03	   -0.521215243613176E-04	   -0.238648471660747E-03	    0.847387424486058E-04	   -0.844454672048518E-04	    0.717826904282573E+00	    0.638885693455519E-01	    0.182629363435431E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.116000000000000E+00	    0.100000000000000E+03	   -0.521215243613176E-04	   -0.238648471660747E-03	    0.847387424486058E-04	   -0.844454672048518E-04	    0.717826904282573E+00	    0.638885693455519E-01	    0.182629363435431E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.116500000000000E+00	    0.100000000000000E+03	   -0.522408485971480E-04	   -0.238648471660747E-03	    0.846965197150030E-04	   -0.844454672048518E-04	    0.717892283785538E+00	    0.638885693455519E-01	    0.182629363435431E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.117000000000000E+00	    0.100000000000000E+03	   -0.523601736013325E-04	   -0.238650008368747E-03	    0.846542967893370E-04	   -0.844458513318159E-04	    0.717957658818605E+00	    0.638885693475902E-01	    0.182629363451114E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.117000000000000E+00	    0.100000000000000E+03	   -0.523601736013325E-04	   -0.238650008368747E-03	    0.846542967893370E-04	   -0.844458513318159E-04	    0.717957658818605E+00	    0.638885693475902E-01	    0.182629363451114E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.117500000000000E+00	    0.100000000000000E+03	   -0.524794986055167E-04	   -0.238650008368747E-03	    0.846120738636711E-04	   -0.844458513318159E-04	    0.718023033851679E+00	    0.638885693475902E-01	    0.182629363451114E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.118000000000000E+00	    0.100000000000000E+03	   -0.525988243777104E-04	   -0.238651544387913E-03	    0.845698507459623E-04	   -0.844462354178916E-04	    0.718088404414182E+00	    0.638885693496754E-01	    0.182629363467112E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.118000000000000E+00	    0.100000000000000E+03	   -0.525988243777104E-04	   -0.238651544387913E-03	    0.845698507459623E-04	   -0.844462354178916E-04	    0.718088404414182E+00	    0.638885693496754E-01	    0.182629363467112E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
