 Card Number	Card Type	Length [m]	Aperture x [m]	Aperture y [m]	x RMS [m]	x' RMS [rad]	y RMS [m]	y' RMS [rad]	Phase RMS [rad]	Momentum RMS [GeV/c]	Kinetic Energy RMS [GeV]	Rest Energy RMS [GeV]	Momentum Standard Deviation [GeV/c]	Kinetic Energy Standard Deviation [GeV]	(X,BGX') 100%-Emittance [m.rad]	(X,BGX') 90%-Emittance [m.rad]	(X,BGX') RMS-Emittance [m.rad]	(Y,BGY') 100%-Emittance [m.rad]	(Y,BGY') 90%-Emittance [m.rad]	(Y,BGY') RMS-Emittance [m.rad]	(PHI,dE) 100%-Emittance [deg.MeV]	(PHI,dE) 90%-Emittance [deg.MeV]	(PHI,dE) RMS-Emittance [deg.MeV]	(PHI,dP) 100%-Emittance [deg.MeV/c]	(PHI,dP) 90%-Emittance [deg.MeV/c]	(PHI,dP) RMS-Emittance [deg.MeV/c]	(X,X') Alpha [1]	(X,X') Beta [m/rad]	(Y,Y') Alpha [1]	(Y,Y') Beta [m/rad]	(PHI,dE) Alpha [1]	(PHI,dE) Beta [deg/MeV]	(PHI,dP) Alpha [1]	(PHI,dP) Beta [deg.c/MeV]	Halo(X,BGX')	Halo(Y,BGY')	Halo(Z,Z')	(X,Y) Alpha [1]	(X,Y) Beta [1]	(X,Y') Alpha [1]	(X,Y') Beta [m/rad]	(X',Y) Alpha [1]	(X',Y) Beta [rad/m]	(X',Y') Alpha [1]	(X',Y') Beta [1]	(X, BGX') Wanted Emittance [m.rad]	(Y, BGY') Wanted Emittance [m.rad]	(PHI, dE) Wanted Emittance [deg.MeV]	(PHI, dP) Wanted Emittance [deg.MeV/c]	 x beam size in wanted emittance [m]	 x' beam size in wanted emittance [rad]	 y beam size in wanted emittance [m]	 y' beam size in wanted emittance [rad]	 Phase beam size in wanted emittance [rad]	 Energy beam size in wanted emittance [GeV]	(X,Y) RMS-Emitt [m2]	(X,Y') RMS-Emitt [m2.rad2]	(X',Y) RMS-Emitt [m2.rad2]	(X',Y') RMS-Emitt [rad2]	(X,PH) Alpha [1]	(X,PH) Beta [m/deg]	(X,PH)RMS-Emittance [m.deg]	(Y,PH) Alpha [1]	(Y,PH) Beta [m/deg]	(Y,PH)RMS-Emittance [m.deg]
    14	   9	    0.115699999999993E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.574147040287876E-02	    0.800464057301950E-02	    0.505335913064675E-02	    0.567870935491830E-02	    0.321189022973453E+02	    0.277200564574545E-04	    0.158478661729883E-06	    0.111748622150695E+02	    0.277200564574545E-04	    0.158478661729883E-06	    0.147653002439416E-05	    0.561703106122157E-06	    0.152641334055712E-06	    0.131212936093115E-05	    0.557217601942096E-06	    0.151515506810171E-06	    0.164048088117898E+01	    0.446001376589467E+00	    0.124808000941684E+00	    0.286934460994873E+03	    0.779983509804397E+02	    0.218302769845537E+02	   -0.140106698905005E+01	    0.123468070718884E+01	   -0.415316019581512E+00	    0.963571172786637E+00	    0.211196273505889E+01	    0.271346501365944E+08	    0.211200140274329E+01	    0.155134148879402E+06	    0.654022359547444E-01	    0.692227798642611E-01	    0.181636745333762E+00	    0.554664176719653E+00	    0.129923920138336E+01	   -0.594110386518922E+00	    0.117602651956430E+01	    0.149940310244622E+01	    0.285485266122867E+01	    0.116816460780319E-01	    0.140968417541986E+01	    0.561703106122157E-06	    0.557217601942096E-06	    0.446001376589467E+00	    0.779983509804397E+02	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.253721426755243E-04	    0.280303903345187E-04	    0.224439851392028E-04	    0.454529261379742E-04	    0.468157914488957E+00	    0.197376251284738E-03	    0.167013418142073E+00	   -0.191482876829068E+01	    0.339874299147324E-03	    0.751349500899499E-01
    15	   3	    0.115749999999993E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.574472854680742E-02	    0.800464057301950E-02	    0.505444883422179E-02	    0.567870935491830E-02	    0.321194446335603E+02	    0.277200564574545E-04	    0.158478661729883E-06	    0.111748622150695E+02	    0.277200564574545E-04	    0.158478661729883E-06	    0.147653037323619E-05	    0.561703238829011E-06	    0.152641335139583E-06	    0.131212964689592E-05	    0.557217723381800E-06	    0.151515506192737E-06	    0.164047099916317E+01	    0.445998689942701E+00	    0.124808022000470E+00	    0.286932732453403E+03	    0.779978811052501E+02	    0.218302806480458E+02	   -0.140226690290693E+01	    0.123608239817801E+01	   -0.415924427357478E+00	    0.963986789433565E+00	    0.211200595483976E+01	    0.271355619173433E+08	    0.211204462538476E+01	    0.155139361851405E+06	    0.654022945013586E-01	    0.692227783665040E-01	    0.181638396215182E+00	    0.554534273904130E+00	    0.129962461441700E+01	   -0.593641839286934E+00	    0.117645185530430E+01	    0.149839220544925E+01	    0.285290541431784E+01	    0.116816460780319E-01	    0.140968417541986E+01	    0.561703238829011E-06	    0.557217723381800E-06	    0.445998689942701E+00	    0.779978811052501E+02	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.253934141523692E-04	    0.280520668378459E-04	    0.224593042523111E-04	    0.454529261379742E-04	    0.468651142877004E+00	    0.197522342309226E-03	    0.167079357659899E+00	   -0.191545613417325E+01	    0.340029362532085E-03	    0.751330791774059E-01
    15	   3	    0.115799999999993E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.574798782440222E-02	    0.800490025539090E-02	    0.505554007236627E-02	    0.567882418741716E-02	    0.321199873873454E+02	    0.277415596905090E-04	    0.158601599700944E-06	    0.111748622150695E+02	    0.277415596905090E-04	    0.158601599700944E-06	    0.147647327963219E-05	    0.561681519220077E-06	    0.152638182604313E-06	    0.131209505809110E-05	    0.557203034669355E-06	    0.151514897804597E-06	    0.164170530689552E+01	    0.446270225924432E+00	    0.124907396665591E+00	    0.287148617379124E+03	    0.780669697596374E+02	    0.218476620142066E+02	   -0.140357922823891E+01	    0.123751093986066E+01	   -0.416601206895311E+00	    0.964406949674265E+00	    0.211199671946971E+01	    0.271148895754214E+08	    0.211203541530645E+01	    0.155021176432450E+06	    0.653836431013599E-01	    0.692314125552800E-01	    0.182041509727818E+00	    0.554404104591327E+00	    0.130000950780188E+01	   -0.593122554223698E+00	    0.117682729261819E+01	    0.149731698652917E+01	    0.285096621205160E+01	    0.116912521741550E-01	    0.140970155949573E+01	    0.561681519220077E-06	    0.557203034669355E-06	    0.446270225924432E+00	    0.780669697596374E+02	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.254147095318869E-04	    0.280749471368655E-04	    0.224760391154007E-04	    0.454553147558969E-04	    0.469143985746956E+00	    0.197668510280543E-03	    0.167145307983475E+00	   -0.191608129896983E+01	    0.340184256263303E-03	    0.751313000314715E-01
    14	   9	    0.115799999999993E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.574798782440222E-02	    0.800490025539090E-02	    0.505554007236627E-02	    0.567882418741716E-02	    0.321199873873454E+02	    0.277415596905090E-04	    0.158601599700944E-06	    0.111748622150695E+02	    0.277415596905090E-04	    0.158601599700944E-06	    0.147647327963219E-05	    0.561681519220077E-06	    0.152638182604313E-06	    0.131209505809110E-05	    0.557203034669355E-06	    0.151514897804597E-06	    0.164170530689552E+01	    0.446270225924432E+00	    0.124907396665591E+00	    0.287148617379124E+03	    0.780669697596374E+02	    0.218476620142066E+02	   -0.140357922823891E+01	    0.123751093986066E+01	   -0.416601206895311E+00	    0.964406949674265E+00	    0.211199671946971E+01	    0.271148895754214E+08	    0.211203541530645E+01	    0.155021176432450E+06	    0.653836431013599E-01	    0.692314125552800E-01	    0.182041509727818E+00	    0.554404104591327E+00	    0.130000950780188E+01	   -0.593122554223698E+00	    0.117682729261819E+01	    0.149731698652917E+01	    0.285096621205160E+01	    0.116912521741550E-01	    0.140970155949573E+01	    0.561681519220077E-06	    0.557203034669355E-06	    0.446270225924432E+00	    0.780669697596374E+02	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.254147095318869E-04	    0.280749471368655E-04	    0.224760391154007E-04	    0.454553147558969E-04	    0.469143985746956E+00	    0.197668510280543E-03	    0.167145307983475E+00	   -0.191608129896983E+01	    0.340184256263303E-03	    0.751313000314715E-01
    15	   3	    0.115849999999993E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.575124804035277E-02	    0.800490025539090E-02	    0.505663266941139E-02	    0.567882418741716E-02	    0.321205301432306E+02	    0.277415596905090E-04	    0.158601599700944E-06	    0.111748622150695E+02	    0.277415596905090E-04	    0.158601599700944E-06	    0.147647362861860E-05	    0.561681651981853E-06	    0.152638183688501E-06	    0.131209534417625E-05	    0.557203156160182E-06	    0.151514897186657E-06	    0.164169541747516E+01	    0.446267537650332E+00	    0.124907417754173E+00	    0.287146887542227E+03	    0.780672963620122E+02	    0.218476656828882E+02	   -0.140477924469320E+01	    0.123891514318239E+01	   -0.417209641731152E+00	    0.964823851519815E+00	    0.211203997172793E+01	    0.271158013669744E+08	    0.211207867042675E+01	    0.155026389466249E+06	    0.653837017046968E-01	    0.692314110570580E-01	    0.182043162925874E+00	    0.554273683903844E+00	    0.130039389068822E+01	   -0.592655405377638E+00	    0.117725350020114E+01	    0.149630714655867E+01	    0.284902093181207E+01	    0.116912521741550E-01	    0.140970155949573E+01	    0.561681651981853E-06	    0.557203156160182E-06	    0.446267537650332E+00	    0.780672963620122E+02	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.254360269288530E-04	    0.280966283098842E-04	    0.224913855083547E-04	    0.454553147558969E-04	    0.469636456116528E+00	    0.197814751954064E-03	    0.167211260509745E+00	   -0.191670427201003E+01	    0.340338974039859E-03	    0.751296087246359E-01
    15	   3	    0.115899999999993E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.575450938657114E-02	    0.800515998818165E-02	    0.505772679906867E-02	    0.567893933702884E-02	    0.321210733164283E+02	    0.277630477439999E-04	    0.158724449622935E-06	    0.111748622150695E+02	    0.277630477439999E-04	    0.158724449622935E-06	    0.147641668315965E-05	    0.561776547942246E-06	    0.152635031300434E-06	    0.131206070610448E-05	    0.557267965356374E-06	    0.151514291592144E-06	    0.164292926979431E+01	    0.446675586371424E+00	    0.125006691862791E+00	    0.287362689362082E+03	    0.781259669078444E+02	    0.218650294596711E+02	   -0.140609174831369E+01	    0.124034625523873E+01	   -0.417886404202797E+00	    0.965245282522515E+00	    0.211203151795970E+01	    0.270951837049454E+08	    0.211207024219653E+01	    0.154908516662057E+06	    0.653650466075399E-01	    0.692400386030747E-01	    0.182447019373994E+00	    0.554142998662823E+00	    0.130077775436188E+01	   -0.592137622970023E+00	    0.117762978441786E+01	    0.149523304717543E+01	    0.284708374148804E+01	    0.117008377620636E-01	    0.140971887283065E+01	    0.561776547942246E-06	    0.557267965356374E-06	    0.446675586371424E+00	    0.781259669078444E+02	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.254573682315010E-04	    0.281195149089277E-04	    0.225081494803140E-04	    0.454577062643062E-04	    0.470128541791743E+00	    0.197961070373176E-03	    0.167277223838564E+00	   -0.191732503853992E+01	    0.340493520911232E-03	    0.751280092072187E-01
    14	   9	    0.115899999999993E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.575450938657114E-02	    0.800515998818165E-02	    0.505772679906867E-02	    0.567893933702884E-02	    0.321210733164283E+02	    0.277630477439999E-04	    0.158724449622935E-06	    0.111748622150695E+02	    0.277630477439999E-04	    0.158724449622935E-06	    0.147641668315965E-05	    0.561776547942246E-06	    0.152635031300434E-06	    0.131206070610448E-05	    0.557267965356374E-06	    0.151514291592144E-06	    0.164292926979431E+01	    0.446675586371424E+00	    0.125006691862791E+00	    0.287362689362082E+03	    0.781259669078444E+02	    0.218650294596711E+02	   -0.140609174831369E+01	    0.124034625523873E+01	   -0.417886404202797E+00	    0.965245282522515E+00	    0.211203151795970E+01	    0.270951837049454E+08	    0.211207024219653E+01	    0.154908516662057E+06	    0.653650466075399E-01	    0.692400386030747E-01	    0.182447019373994E+00	    0.554142998662823E+00	    0.130077775436188E+01	   -0.592137622970023E+00	    0.117762978441786E+01	    0.149523304717543E+01	    0.284708374148804E+01	    0.117008377620636E-01	    0.140971887283065E+01	    0.561776547942246E-06	    0.557267965356374E-06	    0.446675586371424E+00	    0.781259669078444E+02	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.254573682315010E-04	    0.281195149089277E-04	    0.225081494803140E-04	    0.454577062643062E-04	    0.470128541791743E+00	    0.197961070373176E-03	    0.167277223838564E+00	   -0.191732503853992E+01	    0.340493520911232E-03	    0.751280092072187E-01
    15	   3	    0.115949999999993E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.575777166792003E-02	    0.800515998818165E-02	    0.505882228585394E-02	    0.567893933702884E-02	    0.321216164917289E+02	    0.277630477439999E-04	    0.158724449622935E-06	    0.111748622150695E+02	    0.277630477439999E-04	    0.158724449622935E-06	    0.147641703229039E-05	    0.561776680786493E-06	    0.152635032384943E-06	    0.131206099230973E-05	    0.557268086915553E-06	    0.151514290973695E-06	    0.164291937297261E+01	    0.446672895647777E+00	    0.125006712981156E+00	    0.287360958230256E+03	    0.781254962609831E+02	    0.218650331335392E+02	   -0.140729186738607E+01	    0.124175297117391E+01	   -0.418494866155993E+00	    0.965663469576713E+00	    0.211207480268297E+01	    0.270960955076631E+08	    0.211211352978349E+01	    0.154913729759721E+06	    0.653651052671025E-01	    0.692400371044042E-01	    0.182448674890678E+00	    0.554012063969964E+00	    0.130116110799099E+01	   -0.591671866691612E+00	    0.117805686013535E+01	    0.149422427450989E+01	    0.284514044761992E+01	    0.117008377620636E-01	    0.140971887283065E+01	    0.561776680786493E-06	    0.557268086915553E-06	    0.446672895647777E+00	    0.781254962609831E+02	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.254787315546879E-04	    0.281412007363496E-04	    0.225235230443517E-04	    0.454577062643062E-04	    0.470620255777253E+00	    0.198107462300855E-03	    0.167343189372426E+00	   -0.191794360788402E+01	    0.340647890583026E-03	    0.751264975574977E-01
    15	   3	    0.115999999999993E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.576103507615108E-02	    0.800541977043762E-02	    0.505991930329298E-02	    0.567905480302736E-02	    0.321221600840843E+02	    0.277845206030473E-04	    0.158847213262361E-06	    0.111748622150695E+02	    0.277845206030473E-04	    0.158847213262361E-06	    0.147636023517458E-05	    0.561755069483928E-06	    0.152631880168304E-06	    0.131202630539734E-05	    0.557253354437853E-06	    0.151513688187088E-06	    0.164415275094700E+01	    0.447145071679115E+00	    0.125105886417266E+00	    0.287576679833329E+03	    0.781963823036159E+02	    0.218823793013647E+02	   -0.140860454898606E+01	    0.124318665378938E+01	   -0.419171611636662E+00	    0.966086171239670E+00	    0.211206713006579E+01	    0.270755323718342E+08	    0.211210588245252E+01	    0.154796168686576E+06	    0.653464464459597E-01	    0.692486578584894E-01	    0.182853270171781E+00	    0.553880866659932E+00	    0.130154394285103E+01	   -0.591155580847830E+00	    0.117843398742792E+01	    0.149315130579232E+01	    0.284320528974331E+01	    0.117104028778162E-01	    0.140973611543794E+01	    0.561755069483928E-06	    0.557253354437853E-06	    0.447145071679115E+00	    0.781963823036159E+02	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.255001187865708E-04	    0.281640936214709E-04	    0.225403160060593E-04	    0.454601006522450E-04	    0.471111585889916E+00	    0.198253930773441E-03	    0.167409165705628E+00	   -0.191855996538498E+01	    0.340802088107912E-03	    0.751250777188019E-01
    14	   9	    0.115999999999993E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.576103507615108E-02	    0.800541977043762E-02	    0.505991930329298E-02	    0.567905480302736E-02	    0.321221600840843E+02	    0.277845206030473E-04	    0.158847213262361E-06	    0.111748622150695E+02	    0.277845206030473E-04	    0.158847213262361E-06	    0.147636023517458E-05	    0.561755069483928E-06	    0.152631880168304E-06	    0.131202630539734E-05	    0.557253354437853E-06	    0.151513688187088E-06	    0.164415275094700E+01	    0.447145071679115E+00	    0.125105886417266E+00	    0.287576679833329E+03	    0.781963823036159E+02	    0.218823793013647E+02	   -0.140860454898606E+01	    0.124318665378938E+01	   -0.419171611636662E+00	    0.966086171239670E+00	    0.211206713006579E+01	    0.270755323718342E+08	    0.211210588245252E+01	    0.154796168686576E+06	    0.653464464459597E-01	    0.692486578584894E-01	    0.182853270171781E+00	    0.553880866659932E+00	    0.130154394285103E+01	   -0.591155580847830E+00	    0.117843398742792E+01	    0.149315130579232E+01	    0.284320528974331E+01	    0.117104028778162E-01	    0.140973611543794E+01	    0.561755069483928E-06	    0.557253354437853E-06	    0.447145071679115E+00	    0.781963823036159E+02	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.255001187865708E-04	    0.281640936214709E-04	    0.225403160060593E-04	    0.454601006522450E-04	    0.471111585889916E+00	    0.198253930773441E-03	    0.167409165705628E+00	   -0.191855996538498E+01	    0.340802088107912E-03	    0.751250777188019E-01
    15	   3	    0.116049999999993E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.576429941629998E-02	    0.800541977043762E-02	    0.506101767608578E-02	    0.567905480302736E-02	    0.321227036785458E+02	    0.277845206030473E-04	    0.158847213262361E-06	    0.111748622150695E+02	    0.277845206030473E-04	    0.158847213262361E-06	    0.147636058444949E-05	    0.561755202383032E-06	    0.152631881253120E-06	    0.131202659172249E-05	    0.557253476047950E-06	    0.151513687568132E-06	    0.164414284672620E+01	    0.447142378119458E+00	    0.125105907565418E+00	    0.287574947407017E+03	    0.782078824361256E+02	    0.218823829804206E+02	   -0.140980477069694E+01	    0.124459588261868E+01	   -0.419780100764445E+00	    0.966505643512689E+00	    0.211211044724154E+01	    0.270764441860745E+08	    0.211214920249349E+01	    0.154801381850147E+06	    0.653465051599404E-01	    0.692486563593437E-01	    0.182854928005533E+00	    0.553749421813533E+00	    0.130192626812798E+01	   -0.590691211348412E+00	    0.117886192759068E+01	    0.149214361056727E+01	    0.284126400167628E+01	    0.117104028778162E-01	    0.140973611543794E+01	    0.561755202383032E-06	    0.557253476047950E-06	    0.447142378119458E+00	    0.782078824361256E+02	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.255215280420858E-04	    0.281857840881033E-04	    0.225557166328450E-04	    0.454601006522450E-04	    0.471602545121253E+00	    0.198400472561501E-03	    0.167475144246224E+00	   -0.191917412036293E+01	    0.340956107198317E-03	    0.751237457751545E-01
    15	   3	    0.116099999999993E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.576756487995811E-02	    0.800567960110160E-02	    0.506211757757248E-02	    0.567917058451670E-02	    0.321232476898039E+02	    0.278059782570317E-04	    0.158969890506913E-06	    0.111748622150695E+02	    0.278059782570317E-04	    0.158969890506913E-06	    0.147630393579329E-05	    0.561733647569346E-06	    0.152628729224682E-06	    0.131199185644161E-05	    0.557238723026838E-06	    0.151513087599781E-06	    0.164537574949674E+01	    0.447777257541612E+00	    0.125204980209802E+00	    0.287790585581073E+03	    0.782896981886289E+02	    0.218997115192007E+02	   -0.141111763004132E+01	    0.124603213603788E+01	   -0.420456829316977E+00	    0.966929615758869E+00	    0.211210355498430E+01	    0.270559354241226E+08	    0.211214233557548E+01	    0.154684131631822E+06	    0.653278426966737E-01	    0.692572702455170E-01	    0.183260258517752E+00	    0.553617716278996E+00	    0.130230807508712E+01	   -0.590176416033276E+00	    0.117923989420072E+01	    0.149107178354704E+01	    0.283933089650466E+01	    0.117199475175301E-01	    0.140975328735438E+01	    0.561733647569346E-06	    0.557238723026838E-06	    0.447777257541612E+00	    0.782896981886289E+02	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.255429612093136E-04	    0.282086832442798E-04	    0.225725384647464E-04	    0.454624979068293E-04	    0.472093121299011E+00	    0.198547090694347E-03	    0.167541133582943E+00	   -0.191978605825736E+01	    0.341109952910148E-03	    0.751225056629121E-01
    14	   9	    0.116099999999993E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.576756487995811E-02	    0.800567960110160E-02	    0.506211757757248E-02	    0.567917058451670E-02	    0.321232476898039E+02	    0.278059782570317E-04	    0.158969890506913E-06	    0.111748622150695E+02	    0.278059782570317E-04	    0.158969890506913E-06	    0.147630393579329E-05	    0.561733647569346E-06	    0.152628729224682E-06	    0.131199185644161E-05	    0.557238723026838E-06	    0.151513087599781E-06	    0.164537574949674E+01	    0.447777257541612E+00	    0.125204980209802E+00	    0.287790585581073E+03	    0.782896981886289E+02	    0.218997115192007E+02	   -0.141111763004132E+01	    0.124603213603788E+01	   -0.420456829316977E+00	    0.966929615758869E+00	    0.211210355498430E+01	    0.270559354241226E+08	    0.211214233557548E+01	    0.154684131631822E+06	    0.653278426966737E-01	    0.692572702455170E-01	    0.183260258517752E+00	    0.553617716278996E+00	    0.130230807508712E+01	   -0.590176416033276E+00	    0.117923989420072E+01	    0.149107178354704E+01	    0.283933089650466E+01	    0.117199475175301E-01	    0.140975328735438E+01	    0.561733647569346E-06	    0.557238723026838E-06	    0.447777257541612E+00	    0.782896981886289E+02	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.255429612093136E-04	    0.282086832442798E-04	    0.225725384647464E-04	    0.454624979068293E-04	    0.472093121299011E+00	    0.198547090694347E-03	    0.167541133582943E+00	   -0.191978605825736E+01	    0.341109952910148E-03	    0.751225056629121E-01
    15	   3	    0.116149999999993E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.577083127233409E-02	    0.800567960110160E-02	    0.506321883263732E-02	    0.567917058451670E-02	    0.321237917031711E+02	    0.278059782570317E-04	    0.158969890506913E-06	    0.111748622150695E+02	    0.278059782570317E-04	    0.158969890506913E-06	    0.147630428521243E-05	    0.561733780523328E-06	    0.152628730309818E-06	    0.131199214288640E-05	    0.557238844687750E-06	    0.151513086980320E-06	    0.164536583787968E+01	    0.447774560165827E+00	    0.125205001387730E+00	    0.287788851860760E+03	    0.782892265524918E+02	    0.218997152034428E+02	   -0.141231795441033E+01	    0.124744387804162E+01	   -0.421065345676366E+00	    0.967350373260998E+00	    0.211214690460027E+01	    0.270568472502457E+08	    0.211218568805813E+01	    0.154689344863355E+06	    0.653279014683932E-01	    0.692572687458761E-01	    0.183261918670337E+00	    0.553485765116153E+00	    0.130268937293197E+01	   -0.589713427553564E+00	    0.117966869513859E+01	    0.149006517575637E+01	    0.283739163340046E+01	    0.117199475175301E-01	    0.140975328735438E+01	    0.561733780523328E-06	    0.557238844687750E-06	    0.447774560165827E+00	    0.782892265524918E+02	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.255644164032712E-04	    0.282303783350262E-04	    0.225879660463666E-04	    0.454624979068293E-04	    0.472583327401567E+00	    0.198693781950124E-03	    0.167607125129405E+00	   -0.192039578838365E+01	    0.341263618962657E-03	    0.751213534718406E-01
    15	   3	    0.116199999999993E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.577409878485886E-02	    0.800593947909452E-02	    0.506432161443477E-02	    0.567928668040514E-02	    0.321243361330772E+02	    0.278274207065532E-04	    0.159092480121426E-06	    0.111748622150695E+02	    0.278274207065532E-04	    0.159092480121426E-06	    0.147624778514029E-05	    0.561712282245881E-06	    0.152625578487130E-06	    0.131195735985426E-05	    0.557224071385374E-06	    0.151512489837309E-06	    0.164659826788149E+01	    0.448174110367017E+00	    0.125303973110100E+00	    0.288004406982952E+03	    0.783482757919393E+02	    0.219170260924263E+02	   -0.141363099124524E+01	    0.124888270250161E+01	   -0.421742057326955E+00	    0.967775616034031E+00	    0.211214079373719E+01	    0.270363927129057E+08	    0.211217960219245E+01	    0.154572404632156E+06	    0.653092354243858E-01	    0.692658756591773E-01	    0.183667981769594E+00	    0.553353555186875E+00	    0.130307015291778E+01	   -0.589200116806535E+00	    0.118004749739105E+01	    0.148899450128048E+01	    0.283546060085817E+01	    0.117294716434015E-01	    0.140977038866096E+01	    0.561712282245881E-06	    0.557224071385374E-06	    0.448174110367017E+00	    0.783482757919393E+02	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.255858955119604E-04	    0.282532837457985E-04	    0.226048166296247E-04	    0.454648980135010E-04	    0.473073151267563E+00	    0.198840549351112E-03	    0.167673127468766E+00	   -0.192100329627808E+01	    0.341417110414951E-03	    0.751202931313548E-01
    14	   9	    0.116199999999993E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.577409878485886E-02	    0.800593947909452E-02	    0.506432161443477E-02	    0.567928668040514E-02	    0.321243361330772E+02	    0.278274207065532E-04	    0.159092480121426E-06	    0.111748622150695E+02	    0.278274207065532E-04	    0.159092480121426E-06	    0.147624778514029E-05	    0.561712282245881E-06	    0.152625578487130E-06	    0.131195735985426E-05	    0.557224071385374E-06	    0.151512489837309E-06	    0.164659826788149E+01	    0.448174110367017E+00	    0.125303973110100E+00	    0.288004406982952E+03	    0.783482757919393E+02	    0.219170260924263E+02	   -0.141363099124524E+01	    0.124888270250161E+01	   -0.421742057326955E+00	    0.967775616034031E+00	    0.211214079373719E+01	    0.270363927129057E+08	    0.211217960219245E+01	    0.154572404632156E+06	    0.653092354243858E-01	    0.692658756591773E-01	    0.183667981769594E+00	    0.553353555186875E+00	    0.130307015291778E+01	   -0.589200116806535E+00	    0.118004749739105E+01	    0.148899450128048E+01	    0.283546060085817E+01	    0.117294716434015E-01	    0.140977038866096E+01	    0.561712282245881E-06	    0.557224071385374E-06	    0.448174110367017E+00	    0.783482757919393E+02	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.255858955119604E-04	    0.282532837457985E-04	    0.226048166296247E-04	    0.454648980135010E-04	    0.473073151267563E+00	    0.198840549351112E-03	    0.167673127468766E+00	   -0.192100329627808E+01	    0.341417110414951E-03	    0.751202931313548E-01
