 Card Number	Card Type	Length [m]	Alive [%]	x Average [m]	x' Average [rad]	y Average [m]	y' Average [rad]	Phase Average [rad]	Momentum Average [GeV/c]	Kinetic Energy Average [GeV]	Rest Energy Average [GeV]	RF Phase [deg]	Power loss [watt]
     5	   3	    0.148000000000000E+00	    0.100000000000000E+03	   -0.597401356856866E-04	   -0.238448823521067E-03	    0.820392992343063E-04	   -0.844125525774649E-04	    0.722104180328406E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.148000000000000E+00	    0.100000000000000E+03	   -0.597401356856866E-04	   -0.238448823521067E-03	    0.820392992343063E-04	   -0.844125525774649E-04	    0.722104180328406E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.149000000000000E+00	    0.100000000000000E+03	   -0.599785845092088E-04	   -0.238448823521067E-03	    0.819548866817284E-04	   -0.844125525774649E-04	    0.722235975108015E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.149000000000000E+00	    0.100000000000000E+03	   -0.599785845092088E-04	   -0.238448823521067E-03	    0.819548866817284E-04	   -0.844125525774649E-04	    0.722235975108015E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.150000000000000E+00	    0.100000000000000E+03	   -0.602170333327295E-04	   -0.238448823521067E-03	    0.818704741291500E-04	   -0.844125525774649E-04	    0.722367769887616E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.150000000000000E+00	    0.100000000000000E+03	   -0.602170333327295E-04	   -0.238448823521067E-03	    0.818704741291500E-04	   -0.844125525774649E-04	    0.722367769887616E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.151000000000000E+00	    0.100000000000000E+03	   -0.604554821562514E-04	   -0.238448823521067E-03	    0.817860615765731E-04	   -0.844125525774649E-04	    0.722499564667225E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.151000000000000E+00	    0.100000000000000E+03	   -0.604554821562514E-04	   -0.238448823521067E-03	    0.817860615765731E-04	   -0.844125525774649E-04	    0.722499564667225E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.152000000000000E+00	    0.100000000000000E+03	   -0.606939309797692E-04	   -0.238448823521067E-03	    0.817016490239968E-04	   -0.844125525774649E-04	    0.722631359446829E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.152000000000000E+00	    0.100000000000000E+03	   -0.606939309797692E-04	   -0.238448823521067E-03	    0.817016490239968E-04	   -0.844125525774649E-04	    0.722631359446829E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.153000000000000E+00	    0.100000000000000E+03	   -0.609323798032931E-04	   -0.238448823521067E-03	    0.816172364714165E-04	   -0.844125525774649E-04	    0.722763154226425E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.153000000000000E+00	    0.100000000000000E+03	   -0.609323798032931E-04	   -0.238448823521067E-03	    0.816172364714165E-04	   -0.844125525774649E-04	    0.722763154226425E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.154000000000000E+00	    0.100000000000000E+03	   -0.611708286268143E-04	   -0.238448823521067E-03	    0.815328239188406E-04	   -0.844125525774649E-04	    0.722894949006033E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.154000000000000E+00	    0.100000000000000E+03	   -0.611708286268143E-04	   -0.238448823521067E-03	    0.815328239188406E-04	   -0.844125525774649E-04	    0.722894949006033E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.155000000000000E+00	    0.100000000000000E+03	   -0.614092774503351E-04	   -0.238448823521067E-03	    0.814484113662620E-04	   -0.844125525774649E-04	    0.723026743785642E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.155000000000000E+00	    0.100000000000000E+03	   -0.614092774503351E-04	   -0.238448823521067E-03	    0.814484113662620E-04	   -0.844125525774649E-04	    0.723026743785642E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.156000000000000E+00	    0.100000000000000E+03	   -0.616477262738551E-04	   -0.238448823521067E-03	    0.813639988136861E-04	   -0.844125525774649E-04	    0.723158538565247E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.156000000000000E+00	    0.100000000000000E+03	   -0.616477262738551E-04	   -0.238448823521067E-03	    0.813639988136861E-04	   -0.844125525774649E-04	    0.723158538565247E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.157000000000000E+00	    0.100000000000000E+03	   -0.618861750973777E-04	   -0.238448823521067E-03	    0.812795862611079E-04	   -0.844125525774649E-04	    0.723290333344853E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.157000000000000E+00	    0.100000000000000E+03	   -0.618861750973777E-04	   -0.238448823521067E-03	    0.812795862611079E-04	   -0.844125525774649E-04	    0.723290333344853E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.158000000000000E+00	    0.100000000000000E+03	   -0.621246239208988E-04	   -0.238448823521067E-03	    0.811951737085299E-04	   -0.844125525774649E-04	    0.723422128124450E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.158000000000000E+00	    0.100000000000000E+03	   -0.621246239208988E-04	   -0.238448823521067E-03	    0.811951737085299E-04	   -0.844125525774649E-04	    0.723422128124450E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.159000000000000E+00	    0.100000000000000E+03	   -0.623630727444200E-04	   -0.238448823521067E-03	    0.811107611559529E-04	   -0.844125525774649E-04	    0.723553922904066E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.159000000000000E+00	    0.100000000000000E+03	   -0.623630727444200E-04	   -0.238448823521067E-03	    0.811107611559529E-04	   -0.844125525774649E-04	    0.723553922904066E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.160000000000000E+00	    0.100000000000000E+03	   -0.626015215679316E-04	   -0.238448823521067E-03	    0.810263486033717E-04	   -0.844125525774649E-04	    0.723685717683670E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.160000000000000E+00	    0.100000000000000E+03	   -0.626015215679316E-04	   -0.238448823521067E-03	    0.810263486033717E-04	   -0.844125525774649E-04	    0.723685717683670E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.161000000000000E+00	    0.100000000000000E+03	   -0.628399703914616E-04	   -0.238448823521067E-03	    0.809419360507980E-04	   -0.844125525774649E-04	    0.723817512463276E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.161000000000000E+00	    0.100000000000000E+03	   -0.628399703914616E-04	   -0.238448823521067E-03	    0.809419360507980E-04	   -0.844125525774649E-04	    0.723817512463276E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.162000000000000E+00	    0.100000000000000E+03	   -0.630784192149830E-04	   -0.238448823521067E-03	    0.808575234982204E-04	   -0.844125525774649E-04	    0.723949307242879E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.162000000000000E+00	    0.100000000000000E+03	   -0.630784192149830E-04	   -0.238448823521067E-03	    0.808575234982204E-04	   -0.844125525774649E-04	    0.723949307242879E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.163000000000000E+00	    0.100000000000000E+03	   -0.633168680385038E-04	   -0.238448823521067E-03	    0.807731109456418E-04	   -0.844125525774649E-04	    0.724081102022481E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.163000000000000E+00	    0.100000000000000E+03	   -0.633168680385038E-04	   -0.238448823521067E-03	    0.807731109456418E-04	   -0.844125525774649E-04	    0.724081102022481E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.164000000000000E+00	    0.100000000000000E+03	   -0.635553168620248E-04	   -0.238448823521067E-03	    0.806886983930667E-04	   -0.844125525774649E-04	    0.724212896802088E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.164000000000000E+00	    0.100000000000000E+03	   -0.635553168620248E-04	   -0.238448823521067E-03	    0.806886983930667E-04	   -0.844125525774649E-04	    0.724212896802088E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.165000000000000E+00	    0.100000000000000E+03	   -0.637937656855468E-04	   -0.238448823521067E-03	    0.806042858404871E-04	   -0.844125525774649E-04	    0.724344691581686E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.165000000000000E+00	    0.100000000000000E+03	   -0.637937656855468E-04	   -0.238448823521067E-03	    0.806042858404871E-04	   -0.844125525774649E-04	    0.724344691581686E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.166000000000000E+00	    0.100000000000000E+03	   -0.640322145090671E-04	   -0.238448823521067E-03	    0.805198732879101E-04	   -0.844125525774649E-04	    0.724476486361300E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.166000000000000E+00	    0.100000000000000E+03	   -0.640322145090671E-04	   -0.238448823521067E-03	    0.805198732879101E-04	   -0.844125525774649E-04	    0.724476486361300E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.167000000000000E+00	    0.100000000000000E+03	   -0.642706633325886E-04	   -0.238448823521067E-03	    0.804354607353328E-04	   -0.844125525774649E-04	    0.724608281140898E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.167000000000000E+00	    0.100000000000000E+03	   -0.642706633325886E-04	   -0.238448823521067E-03	    0.804354607353328E-04	   -0.844125525774649E-04	    0.724608281140898E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.168000000000000E+00	    0.100000000000000E+03	   -0.645091121561067E-04	   -0.238448823521067E-03	    0.803510481827560E-04	   -0.844125525774649E-04	    0.724740075920507E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.168000000000000E+00	    0.100000000000000E+03	   -0.645091121561067E-04	   -0.238448823521067E-03	    0.803510481827560E-04	   -0.844125525774649E-04	    0.724740075920507E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.169000000000000E+00	    0.100000000000000E+03	   -0.647475609796304E-04	   -0.238448823521067E-03	    0.802666356301779E-04	   -0.844125525774649E-04	    0.724871870700114E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.169000000000000E+00	    0.100000000000000E+03	   -0.647475609796304E-04	   -0.238448823521067E-03	    0.802666356301779E-04	   -0.844125525774649E-04	    0.724871870700114E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.170000000000000E+00	    0.100000000000000E+03	   -0.649860098031521E-04	   -0.238448823521067E-03	    0.801822230776004E-04	   -0.844125525774649E-04	    0.725003665479718E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.170000000000000E+00	    0.100000000000000E+03	   -0.649860098031521E-04	   -0.238448823521067E-03	    0.801822230776004E-04	   -0.844125525774649E-04	    0.725003665479718E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.171000000000000E+00	    0.100000000000000E+03	   -0.652244586266729E-04	   -0.238448823521067E-03	    0.800978105250228E-04	   -0.844125525774649E-04	    0.725135460259321E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.171000000000000E+00	    0.100000000000000E+03	   -0.652244586266729E-04	   -0.238448823521067E-03	    0.800978105250228E-04	   -0.844125525774649E-04	    0.725135460259321E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.172000000000000E+00	    0.100000000000000E+03	   -0.654629074501935E-04	   -0.238448823521067E-03	    0.800133979724458E-04	   -0.844125525774649E-04	    0.725267255038930E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.172000000000000E+00	    0.100000000000000E+03	   -0.654629074501935E-04	   -0.238448823521067E-03	    0.800133979724458E-04	   -0.844125525774649E-04	    0.725267255038930E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.173000000000000E+00	    0.100000000000000E+03	   -0.657013562737144E-04	   -0.238448823521067E-03	    0.799289854198681E-04	   -0.844125525774649E-04	    0.725399049818532E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.173000000000000E+00	    0.100000000000000E+03	   -0.657013562737144E-04	   -0.238448823521067E-03	    0.799289854198681E-04	   -0.844125525774649E-04	    0.725399049818532E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.174000000000000E+00	    0.100000000000000E+03	   -0.659398050972359E-04	   -0.238448823521067E-03	    0.798445728672907E-04	   -0.844125525774649E-04	    0.725530844598138E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.174000000000000E+00	    0.100000000000000E+03	   -0.659398050972359E-04	   -0.238448823521067E-03	    0.798445728672907E-04	   -0.844125525774649E-04	    0.725530844598138E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.175000000000000E+00	    0.100000000000000E+03	   -0.661782539207576E-04	   -0.238448823521067E-03	    0.797601603147119E-04	   -0.844125525774649E-04	    0.725662639377744E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.175000000000000E+00	    0.100000000000000E+03	   -0.661782539207576E-04	   -0.238448823521067E-03	    0.797601603147119E-04	   -0.844125525774649E-04	    0.725662639377744E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.176000000000000E+00	    0.100000000000000E+03	   -0.664167027442721E-04	   -0.238448823521067E-03	    0.796757477621367E-04	   -0.844125525774649E-04	    0.725794434157340E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.176000000000000E+00	    0.100000000000000E+03	   -0.664167027442721E-04	   -0.238448823521067E-03	    0.796757477621367E-04	   -0.844125525774649E-04	    0.725794434157340E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.177000000000000E+00	    0.100000000000000E+03	   -0.666551515677993E-04	   -0.238448823521067E-03	    0.795913352095585E-04	   -0.844125525774649E-04	    0.725926228936949E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.177000000000000E+00	    0.100000000000000E+03	   -0.666551515677993E-04	   -0.238448823521067E-03	    0.795913352095585E-04	   -0.844125525774649E-04	    0.725926228936949E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.178000000000000E+00	    0.100000000000000E+03	   -0.668936003913205E-04	   -0.238448823521067E-03	    0.795069226569801E-04	   -0.844125525774649E-04	    0.726058023716561E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.178000000000000E+00	    0.100000000000000E+03	   -0.668936003913205E-04	   -0.238448823521067E-03	    0.795069226569801E-04	   -0.844125525774649E-04	    0.726058023716561E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.179000000000000E+00	    0.100000000000000E+03	   -0.671320492148419E-04	   -0.238448823521067E-03	    0.794225101044014E-04	   -0.844125525774649E-04	    0.726189818496157E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.179000000000000E+00	    0.100000000000000E+03	   -0.671320492148419E-04	   -0.238448823521067E-03	    0.794225101044014E-04	   -0.844125525774649E-04	    0.726189818496157E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.180000000000000E+00	    0.100000000000000E+03	   -0.673704980383621E-04	   -0.238448823521067E-03	    0.793380975518261E-04	   -0.844125525774649E-04	    0.726321613275764E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.180000000000000E+00	    0.100000000000000E+03	   -0.673704980383621E-04	   -0.238448823521067E-03	    0.793380975518261E-04	   -0.844125525774649E-04	    0.726321613275764E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.181000000000000E+00	    0.100000000000000E+03	   -0.676089468618838E-04	   -0.238448823521067E-03	    0.792536849992477E-04	   -0.844125525774649E-04	    0.726453408055373E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.181000000000000E+00	    0.100000000000000E+03	   -0.676089468618838E-04	   -0.238448823521067E-03	    0.792536849992477E-04	   -0.844125525774649E-04	    0.726453408055373E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.182000000000000E+00	    0.100000000000000E+03	   -0.678473956854054E-04	   -0.238448823521067E-03	    0.791692724466708E-04	   -0.844125525774649E-04	    0.726585202834978E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.182000000000000E+00	    0.100000000000000E+03	   -0.678473956854054E-04	   -0.238448823521067E-03	    0.791692724466708E-04	   -0.844125525774649E-04	    0.726585202834978E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.183000000000000E+00	    0.100000000000000E+03	   -0.680858445089267E-04	   -0.238448823521067E-03	    0.790848598940921E-04	   -0.844125525774649E-04	    0.726716997614581E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.183000000000000E+00	    0.100000000000000E+03	   -0.680858445089267E-04	   -0.238448823521067E-03	    0.790848598940921E-04	   -0.844125525774649E-04	    0.726716997614581E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.184000000000000E+00	    0.100000000000000E+03	   -0.683242933324451E-04	   -0.238448823521067E-03	    0.790004473415164E-04	   -0.844125525774649E-04	    0.726848792394187E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.184000000000000E+00	    0.100000000000000E+03	   -0.683242933324451E-04	   -0.238448823521067E-03	    0.790004473415164E-04	   -0.844125525774649E-04	    0.726848792394187E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.185000000000000E+00	    0.100000000000000E+03	   -0.685627421559686E-04	   -0.238448823521067E-03	    0.789160347889371E-04	   -0.844125525774649E-04	    0.726980587173791E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.185000000000000E+00	    0.100000000000000E+03	   -0.685627421559686E-04	   -0.238448823521067E-03	    0.789160347889371E-04	   -0.844125525774649E-04	    0.726980587173791E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.186000000000000E+00	    0.100000000000000E+03	   -0.688011909794898E-04	   -0.238448823521067E-03	    0.788316222363602E-04	   -0.844125525774649E-04	    0.727112381953395E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.186000000000000E+00	    0.100000000000000E+03	   -0.688011909794898E-04	   -0.238448823521067E-03	    0.788316222363602E-04	   -0.844125525774649E-04	    0.727112381953395E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.187000000000000E+00	    0.100000000000000E+03	   -0.690396398030108E-04	   -0.238448823521067E-03	    0.787472096837829E-04	   -0.844125525774649E-04	    0.727244176733003E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.187000000000000E+00	    0.100000000000000E+03	   -0.690396398030108E-04	   -0.238448823521067E-03	    0.787472096837829E-04	   -0.844125525774649E-04	    0.727244176733003E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.188000000000000E+00	    0.100000000000000E+03	   -0.692780886265310E-04	   -0.238448823521067E-03	    0.786627971312059E-04	   -0.844125525774649E-04	    0.727375971512610E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.188000000000000E+00	    0.100000000000000E+03	   -0.692780886265310E-04	   -0.238448823521067E-03	    0.786627971312059E-04	   -0.844125525774649E-04	    0.727375971512610E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.189000000000000E+00	    0.100000000000000E+03	   -0.695165374500526E-04	   -0.238448823521067E-03	    0.785783845786269E-04	   -0.844125525774649E-04	    0.727507766292212E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.189000000000000E+00	    0.100000000000000E+03	   -0.695165374500526E-04	   -0.238448823521067E-03	    0.785783845786269E-04	   -0.844125525774649E-04	    0.727507766292212E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.190000000000000E+00	    0.100000000000000E+03	   -0.697549862735739E-04	   -0.238448823521067E-03	    0.784939720260496E-04	   -0.844125525774649E-04	    0.727639561071816E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.190000000000000E+00	    0.100000000000000E+03	   -0.697549862735739E-04	   -0.238448823521067E-03	    0.784939720260496E-04	   -0.844125525774649E-04	    0.727639561071816E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.191000000000000E+00	    0.100000000000000E+03	   -0.699934350970950E-04	   -0.238448823521067E-03	    0.784095594734718E-04	   -0.844125525774649E-04	    0.727771355851421E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.191000000000000E+00	    0.100000000000000E+03	   -0.699934350970950E-04	   -0.238448823521067E-03	    0.784095594734718E-04	   -0.844125525774649E-04	    0.727771355851421E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   3	    0.192000000000000E+00	    0.100000000000000E+03	   -0.702318839206118E-04	   -0.238448823521067E-03	    0.783251469208852E-04	   -0.844125525774649E-04	    0.727903150631022E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     4	   9	    0.192000000000000E+00	    0.100000000000000E+03	   -0.702318839206118E-04	   -0.238448823521067E-03	    0.783251469208852E-04	   -0.844125525774649E-04	    0.727903150631022E+00	    0.638885690443154E-01	    0.182629361492551E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
