 Card Number	Card Type	Length [m]	Aperture x [m]	Aperture y [m]	x RMS [m]	x' RMS [rad]	y RMS [m]	y' RMS [rad]	Phase RMS [rad]	Momentum RMS [GeV/c]	Kinetic Energy RMS [GeV]	Rest Energy RMS [GeV]	Momentum Standard Deviation [GeV/c]	Kinetic Energy Standard Deviation [GeV]	(X,BGX') 100%-Emittance [m.rad]	(X,BGX') 90%-Emittance [m.rad]	(X,BGX') RMS-Emittance [m.rad]	(Y,BGY') 100%-Emittance [m.rad]	(Y,BGY') 90%-Emittance [m.rad]	(Y,BGY') RMS-Emittance [m.rad]	(PHI,dE) 100%-Emittance [deg.MeV]	(PHI,dE) 90%-Emittance [deg.MeV]	(PHI,dE) RMS-Emittance [deg.MeV]	(PHI,dP) 100%-Emittance [deg.MeV/c]	(PHI,dP) 90%-Emittance [deg.MeV/c]	(PHI,dP) RMS-Emittance [deg.MeV/c]	(X,X') Alpha [1]	(X,X') Beta [m/rad]	(Y,Y') Alpha [1]	(Y,Y') Beta [m/rad]	(PHI,dE) Alpha [1]	(PHI,dE) Beta [deg/MeV]	(PHI,dP) Alpha [1]	(PHI,dP) Beta [deg.c/MeV]	Halo(X,BGX')	Halo(Y,BGY')	Halo(Z,Z')	(X,Y) Alpha [1]	(X,Y) Beta [1]	(X,Y') Alpha [1]	(X,Y') Beta [m/rad]	(X',Y) Alpha [1]	(X',Y) Beta [rad/m]	(X',Y') Alpha [1]	(X',Y') Beta [1]	(X, BGX') Wanted Emittance [m.rad]	(Y, BGY') Wanted Emittance [m.rad]	(PHI, dE) Wanted Emittance [deg.MeV]	(PHI, dP) Wanted Emittance [deg.MeV/c]	 x beam size in wanted emittance [m]	 x' beam size in wanted emittance [rad]	 y beam size in wanted emittance [m]	 y' beam size in wanted emittance [rad]	 Phase beam size in wanted emittance [rad]	 Energy beam size in wanted emittance [GeV]	(X,Y) RMS-Emitt [m2]	(X,Y') RMS-Emitt [m2.rad2]	(X',Y) RMS-Emitt [m2.rad2]	(X',Y') RMS-Emitt [rad2]	(X,PH) Alpha [1]	(X,PH) Beta [m/deg]	(X,PH)RMS-Emittance [m.deg]	(Y,PH) Alpha [1]	(Y,PH) Beta [m/deg]	(Y,PH)RMS-Emittance [m.deg]
    39	   9	    0.212899999999988E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.130089368804097E-02	    0.191414081024199E-01	    0.217913804021955E-02	    0.146159923687002E-01	    0.310398777033284E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.111748622150695E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.856570061161983E-06	    0.506661191177313E-06	    0.138065179064520E-06	    0.125459198441346E-05	    0.546404680449785E-06	    0.147947215280260E-06	    0.227510329741951E+00	    0.440319992023653E-01	    0.109281464831092E-01	    0.397928242314786E+02	    0.770144198203079E+01	    0.191146744726353E+01	    0.251445152936714E+00	    0.700777269806639E-01	    0.717542159118419E+00	    0.183503031489940E+00	   -0.592254594680243E-02	    0.289426811389183E+09	   -0.592258821888882E-02	    0.165469655030131E+07	    0.226501547209197E-01	    0.657805634426927E-01	    0.111065731008821E+01	   -0.106360664109442E+01	    0.871515646430480E+00	    0.515569274980224E-02	    0.890059973176097E-01	    0.917153335482081E+00	    0.119188982969548E+02	   -0.170677519926943E+01	    0.259062782748904E+01	    0.506661191177313E-06	    0.546404680449785E-06	    0.440319992023653E-01	    0.770144198203079E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.194181756175714E-05	    0.190135995167374E-04	    0.307405512669736E-04	    0.141430390060509E-03	    0.518353764093963E+01	    0.221249849822701E-03	    0.764892897753821E-02	    0.137657885459111E+01	    0.119450157045828E-03	    0.397541762670940E-01
    40	   3	    0.212999999999988E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.129635888941305E-02	    0.191414081024199E-01	    0.217064956343882E-02	    0.146159923687002E-01	    0.310399217990513E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.111748622150695E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.856569719048389E-06	    0.506660988817122E-06	    0.138065179037335E-06	    0.125459197554605E-05	    0.546404676587816E-06	    0.147947215203814E-06	    0.227509914597867E+00	    0.440319188560180E-01	    0.109281621035809E-01	    0.397927516162521E+02	    0.770142792819155E+01	    0.191147017947658E+01	    0.236273091373260E+00	    0.695900092166695E-01	    0.709286898986742E+00	    0.182076203741362E+00	   -0.592106584904711E-02	    0.289427220016620E+09	   -0.592110812119706E-02	    0.165469888648564E+07	    0.226501567544437E-01	    0.657805635478543E-01	    0.111066814510397E+01	   -0.104956494681301E+01	    0.865783246901907E+00	   -0.756644236571584E-02	    0.886970904973908E-01	    0.909288936067801E+00	    0.119187421957850E+02	   -0.170677519926943E+01	    0.259062782748904E+01	    0.506660988817122E-06	    0.546404676587816E-06	    0.440319188560180E-01	    0.770142792819155E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.194107055798764E-05	    0.189470292738595E-04	    0.307409538795929E-04	    0.141430390060509E-03	    0.482595660050552E+01	    0.205833998957925E-03	    0.816457134714539E-02	    0.138672645472114E+01	    0.119559548603368E-03	    0.394089772192771E-01
    39	   9	    0.212999999999988E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.129635888941305E-02	    0.191414081024199E-01	    0.217064956343882E-02	    0.146159923687002E-01	    0.310399217990513E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.111748622150695E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.856569719048389E-06	    0.506660988817122E-06	    0.138065179037335E-06	    0.125459197554605E-05	    0.546404676587816E-06	    0.147947215203814E-06	    0.227509914597867E+00	    0.440319188560180E-01	    0.109281621035809E-01	    0.397927516162521E+02	    0.770142792819155E+01	    0.191147017947658E+01	    0.236273091373260E+00	    0.695900092166695E-01	    0.709286898986742E+00	    0.182076203741362E+00	   -0.592106584904711E-02	    0.289427220016620E+09	   -0.592110812119706E-02	    0.165469888648564E+07	    0.226501567544437E-01	    0.657805635478543E-01	    0.111066814510397E+01	   -0.104956494681301E+01	    0.865783246901907E+00	   -0.756644236571584E-02	    0.886970904973908E-01	    0.909288936067801E+00	    0.119187421957850E+02	   -0.170677519926943E+01	    0.259062782748904E+01	    0.506660988817122E-06	    0.546404676587816E-06	    0.440319188560180E-01	    0.770142792819155E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.194107055798764E-05	    0.189470292738595E-04	    0.307409538795929E-04	    0.141430390060509E-03	    0.482595660050552E+01	    0.205833998957925E-03	    0.816457134714539E-02	    0.138672645472114E+01	    0.119559548603368E-03	    0.394089772192771E-01
    40	   3	    0.213099999999988E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.129209176908760E-02	    0.191414081024199E-01	    0.216222656320940E-02	    0.146159923687002E-01	    0.310399659126320E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.111748622150695E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.856569376935170E-06	    0.506660786457153E-06	    0.138065179010160E-06	    0.125459196667863E-05	    0.546404672725845E-06	    0.147947215127372E-06	    0.227509499571115E+00	    0.440318385323789E-01	    0.109281777303160E-01	    0.397926790215474E+02	    0.770209409505950E+01	    0.191147291278517E+01	    0.221101029803815E+00	    0.691326355450763E-01	    0.701031638846533E+00	    0.180665886496817E+00	   -0.591958575213020E-02	    0.289427628811199E+09	   -0.591962802434344E-02	    0.165470122362554E+07	    0.226501587882106E-01	    0.657805636530200E-01	    0.111067898118958E+01	   -0.103555585321005E+01	    0.860253465325088E+00	   -0.203774008572008E-01	    0.884209550570453E-01	    0.901405663826532E+00	    0.119183338395967E+02	   -0.170677519926943E+01	    0.259062782748904E+01	    0.506660786457153E-06	    0.546404672725845E-06	    0.440318385323789E-01	    0.770209409505950E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.194070841564472E-05	    0.188812837258639E-04	    0.307420071525520E-04	    0.141430390060509E-03	    0.450928794120648E+01	    0.192267106057825E-03	    0.868323851112538E-02	    0.139697932311669E+01	    0.119675465526384E-03	    0.390658493792748E-01
    39	   9	    0.213099999999988E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.129209176908760E-02	    0.191414081024199E-01	    0.216222656320940E-02	    0.146159923687002E-01	    0.310399659126320E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.111748622150695E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.856569376935170E-06	    0.506660786457153E-06	    0.138065179010160E-06	    0.125459196667863E-05	    0.546404672725845E-06	    0.147947215127372E-06	    0.227509499571115E+00	    0.440318385323789E-01	    0.109281777303160E-01	    0.397926790215474E+02	    0.770209409505950E+01	    0.191147291278517E+01	    0.221101029803815E+00	    0.691326355450763E-01	    0.701031638846533E+00	    0.180665886496817E+00	   -0.591958575213020E-02	    0.289427628811199E+09	   -0.591962802434344E-02	    0.165470122362554E+07	    0.226501587882106E-01	    0.657805636530200E-01	    0.111067898118958E+01	   -0.103555585321005E+01	    0.860253465325088E+00	   -0.203774008572008E-01	    0.884209550570453E-01	    0.901405663826532E+00	    0.119183338395967E+02	   -0.170677519926943E+01	    0.259062782748904E+01	    0.506660786457153E-06	    0.546404672725845E-06	    0.440318385323789E-01	    0.770209409505950E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.194070841564472E-05	    0.188812837258639E-04	    0.307420071525520E-04	    0.141430390060509E-03	    0.450928794120648E+01	    0.192267106057825E-03	    0.868323851112538E-02	    0.139697932311669E+01	    0.119675465526384E-03	    0.390658493792748E-01
    40	   3	    0.213199999999988E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.128809498731108E-02	    0.191414081024199E-01	    0.215386980769621E-02	    0.146159923687002E-01	    0.310400100440703E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.111748622150695E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.856569034822323E-06	    0.506660584097404E-06	    0.138065178982994E-06	    0.125459195781120E-05	    0.546404668863867E-06	    0.147947215050932E-06	    0.227509084661695E+00	    0.440317582314480E-01	    0.109281933633145E-01	    0.397926064473646E+02	    0.770208004792324E+01	    0.191147564718932E+01	    0.205928968228384E+00	    0.687056059659022E-01	    0.692776378697779E+00	    0.179272079756328E+00	   -0.591810565605429E-02	    0.289428037772917E+09	   -0.591814792833095E-02	    0.165470356172100E+07	    0.226501608222280E-01	    0.657805637582012E-01	    0.111068981834490E+01	   -0.102158957047507E+01	    0.854931259488992E+00	   -0.332764140408916E-01	    0.881779303095506E-01	    0.893504023166649E+00	    0.119176733061677E+02	   -0.170677519926943E+01	    0.259062782748904E+01	    0.506660584097404E-06	    0.546404668863867E-06	    0.440317582314480E-01	    0.770208004792324E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.194072760578160E-05	    0.188163715173548E-04	    0.307437110189761E-04	    0.141430390060509E-03	    0.422716267684984E+01	    0.180260004637902E-03	    0.920441946991417E-02	    0.140733661047901E+01	    0.119797892220031E-03	    0.387248478461093E-01
    39	   9	    0.213199999999988E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.128809498731108E-02	    0.191414081024199E-01	    0.215386980769621E-02	    0.146159923687002E-01	    0.310400100440703E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.111748622150695E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.856569034822323E-06	    0.506660584097404E-06	    0.138065178982994E-06	    0.125459195781120E-05	    0.546404668863867E-06	    0.147947215050932E-06	    0.227509084661695E+00	    0.440317582314480E-01	    0.109281933633145E-01	    0.397926064473646E+02	    0.770208004792324E+01	    0.191147564718932E+01	    0.205928968228384E+00	    0.687056059659022E-01	    0.692776378697779E+00	    0.179272079756328E+00	   -0.591810565605429E-02	    0.289428037772917E+09	   -0.591814792833095E-02	    0.165470356172100E+07	    0.226501608222280E-01	    0.657805637582012E-01	    0.111068981834490E+01	   -0.102158957047507E+01	    0.854931259488992E+00	   -0.332764140408916E-01	    0.881779303095506E-01	    0.893504023166649E+00	    0.119176733061677E+02	   -0.170677519926943E+01	    0.259062782748904E+01	    0.506660584097404E-06	    0.546404668863867E-06	    0.440317582314480E-01	    0.770208004792324E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.194072760578160E-05	    0.188163715173548E-04	    0.307437110189761E-04	    0.141430390060509E-03	    0.422716267684984E+01	    0.180260004637902E-03	    0.920441946991417E-02	    0.140733661047901E+01	    0.119797892220031E-03	    0.387248478461093E-01
    40	   3	    0.213299999999988E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.128437106785235E-02	    0.191414081024199E-01	    0.214558007094308E-02	    0.146159923687002E-01	    0.310400541933663E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.111748622150695E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.856568692709845E-06	    0.506660381737873E-06	    0.138065178955836E-06	    0.125459194894373E-05	    0.546404665001874E-06	    0.147947214974496E-06	    0.227508669869608E+00	    0.440316779532256E-01	    0.109282090025763E-01	    0.397925338937039E+02	    0.770206600475913E+01	    0.191147838268900E+01	    0.190756906646971E+00	    0.683089204791648E-01	    0.684521118540466E+00	    0.177894783519921E+00	   -0.591662556082201E-02	    0.289428446901773E+09	   -0.591666783316193E-02	    0.165470590077202E+07	    0.226501628565248E-01	    0.657805638633886E-01	    0.111070065656980E+01	   -0.100767621338796E+01	    0.849821349628518E+00	   -0.462626553163779E-01	    0.879683519021807E-01	    0.885584521858682E+00	    0.119167607212763E+02	   -0.170677519926943E+01	    0.259062782748904E+01	    0.506660381737873E-06	    0.546404665001874E-06	    0.440316779532256E-01	    0.770206600475913E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.194112449711611E-05	    0.187523013022971E-04	    0.307460653707029E-04	    0.141430390060509E-03	    0.397441249999423E+01	    0.169578344316561E-03	    0.972771049619857E-02	    0.141779728387931E+01	    0.119926804653954E-03	    0.383860293294018E-01
    39	   9	    0.213299999999988E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.128437106785235E-02	    0.191414081024199E-01	    0.214558007094308E-02	    0.146159923687002E-01	    0.310400541933663E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.111748622150695E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.856568692709845E-06	    0.506660381737873E-06	    0.138065178955836E-06	    0.125459194894373E-05	    0.546404665001874E-06	    0.147947214974496E-06	    0.227508669869608E+00	    0.440316779532256E-01	    0.109282090025763E-01	    0.397925338937039E+02	    0.770206600475913E+01	    0.191147838268900E+01	    0.190756906646971E+00	    0.683089204791648E-01	    0.684521118540466E+00	    0.177894783519921E+00	   -0.591662556082201E-02	    0.289428446901773E+09	   -0.591666783316193E-02	    0.165470590077202E+07	    0.226501628565248E-01	    0.657805638633886E-01	    0.111070065656980E+01	   -0.100767621338796E+01	    0.849821349628518E+00	   -0.462626553163779E-01	    0.879683519021807E-01	    0.885584521858682E+00	    0.119167607212763E+02	   -0.170677519926943E+01	    0.259062782748904E+01	    0.506660381737873E-06	    0.546404665001874E-06	    0.440316779532256E-01	    0.770206600475913E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.194112449711611E-05	    0.187523013022971E-04	    0.307460653707029E-04	    0.141430390060509E-03	    0.397441249999423E+01	    0.169578344316561E-03	    0.972771049619857E-02	    0.141779728387931E+01	    0.119926804653954E-03	    0.383860293294018E-01
    40	   3	    0.213399999999988E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.128092239052362E-02	    0.191414081024199E-01	    0.213735813274630E-02	    0.146159923687002E-01	    0.310400983605200E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.111748622150695E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.856568350597738E-06	    0.506660179378562E-06	    0.138065178928688E-06	    0.125459194007626E-05	    0.546404661139881E-06	    0.147947214898061E-06	    0.227508255194855E+00	    0.440354867277152E-01	    0.109282246481016E-01	    0.397924613605655E+02	    0.770205196556723E+01	    0.191148111928423E+01	    0.175584845059578E+00	    0.679425790848822E-01	    0.676265858374628E+00	    0.176533997787623E+00	   -0.591514546643583E-02	    0.289428856197770E+09	   -0.591518773883903E-02	    0.165470824077860E+07	    0.226501648910915E-01	    0.657805639686346E-01	    0.111071149586409E+01	   -0.993825775138322E+00	    0.844928208643870E+00	   -0.593352391050923E-01	    0.877925514663846E-01	    0.877647670872344E+00	    0.119155962586354E+02	   -0.170677519926943E+01	    0.259062782748904E+01	    0.506660179378562E-06	    0.546404661139881E-06	    0.440354867277152E-01	    0.770205196556723E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.194189536313174E-05	    0.186890817402998E-04	    0.307490700583158E-04	    0.141430390060509E-03	    0.374681373953274E+01	    0.160030817205077E-03	    0.102527888015602E-01	    0.142836011387266E+01	    0.120062169748843E-03	    0.380494521894210E-01
    39	   9	    0.213399999999988E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.128092239052362E-02	    0.191414081024199E-01	    0.213735813274630E-02	    0.146159923687002E-01	    0.310400983605200E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.111748622150695E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.856568350597738E-06	    0.506660179378562E-06	    0.138065178928688E-06	    0.125459194007626E-05	    0.546404661139881E-06	    0.147947214898061E-06	    0.227508255194855E+00	    0.440354867277152E-01	    0.109282246481016E-01	    0.397924613605655E+02	    0.770205196556723E+01	    0.191148111928423E+01	    0.175584845059578E+00	    0.679425790848822E-01	    0.676265858374628E+00	    0.176533997787623E+00	   -0.591514546643583E-02	    0.289428856197770E+09	   -0.591518773883903E-02	    0.165470824077860E+07	    0.226501648910915E-01	    0.657805639686346E-01	    0.111071149586409E+01	   -0.993825775138322E+00	    0.844928208643870E+00	   -0.593352391050923E-01	    0.877925514663846E-01	    0.877647670872344E+00	    0.119155962586354E+02	   -0.170677519926943E+01	    0.259062782748904E+01	    0.506660179378562E-06	    0.546404661139881E-06	    0.440354867277152E-01	    0.770205196556723E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.194189536313174E-05	    0.186890817402998E-04	    0.307490700583158E-04	    0.141430390060509E-03	    0.374681373953274E+01	    0.160030817205077E-03	    0.102527888015602E-01	    0.142836011387266E+01	    0.120062169748843E-03	    0.380494521894210E-01
    40	   3	    0.213499999999988E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.127775118397972E-02	    0.191414081024199E-01	    0.212920477851974E-02	    0.146159923687002E-01	    0.310401425455311E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.111748622150695E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.856568008486004E-06	    0.506659977019472E-06	    0.138065178901549E-06	    0.125459193120877E-05	    0.546404657277877E-06	    0.147947214821630E-06	    0.227507840637436E+00	    0.440354064878237E-01	    0.109282402998902E-01	    0.397923888479494E+02	    0.770203793034754E+01	    0.191148385697499E+01	    0.160412783466207E+00	    0.676065817830727E-01	    0.668010598200239E+00	    0.175189722559459E+00	   -0.591366537289827E-02	    0.289429265660903E+09	   -0.591370764536474E-02	    0.165471058174073E+07	    0.226501669258976E-01	    0.657805640738340E-01	    0.111072233622773E+01	   -0.980048102138375E+00	    0.840256053403537E+00	   -0.724932198302888E-01	    0.876508562601595E-01	    0.869693984211863E+00	    0.119141801398001E+02	   -0.170677519926943E+01	    0.259062782748904E+01	    0.506659977019472E-06	    0.546404657277877E-06	    0.440354064878237E-01	    0.770203793034754E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.194303638938201E-05	    0.186267214927789E-04	    0.307527248911929E-04	    0.141430390060509E-03	    0.354088991817063E+01	    0.151460106756223E-03	    0.107793934860310E-01	    0.143902366099200E+01	    0.120203944733972E-03	    0.377151764769830E-01
    39	   9	    0.213499999999988E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.127775118397972E-02	    0.191414081024199E-01	    0.212920477851974E-02	    0.146159923687002E-01	    0.310401425455311E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.111748622150695E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.856568008486004E-06	    0.506659977019472E-06	    0.138065178901549E-06	    0.125459193120877E-05	    0.546404657277877E-06	    0.147947214821630E-06	    0.227507840637436E+00	    0.440354064878237E-01	    0.109282402998902E-01	    0.397923888479494E+02	    0.770203793034754E+01	    0.191148385697499E+01	    0.160412783466207E+00	    0.676065817830727E-01	    0.668010598200239E+00	    0.175189722559459E+00	   -0.591366537289827E-02	    0.289429265660903E+09	   -0.591370764536474E-02	    0.165471058174073E+07	    0.226501669258976E-01	    0.657805640738340E-01	    0.111072233622773E+01	   -0.980048102138375E+00	    0.840256053403537E+00	   -0.724932198302888E-01	    0.876508562601595E-01	    0.869693984211863E+00	    0.119141801398001E+02	   -0.170677519926943E+01	    0.259062782748904E+01	    0.506659977019472E-06	    0.546404657277877E-06	    0.440354064878237E-01	    0.770203793034754E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.194303638938201E-05	    0.186267214927789E-04	    0.307527248911929E-04	    0.141430390060509E-03	    0.354088991817063E+01	    0.151460106756223E-03	    0.107793934860310E-01	    0.143902366099200E+01	    0.120203944733972E-03	    0.377151764769830E-01
    40	   3	    0.213599999999988E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.127485951884382E-02	    0.191414081024199E-01	    0.212112079915116E-02	    0.146159923687002E-01	    0.310401867483996E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.111748622150695E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.856567666374638E-06	    0.506659774660598E-06	    0.138065178874418E-06	    0.125459192234126E-05	    0.546404653415865E-06	    0.147947214745203E-06	    0.227507426197352E+00	    0.440353262706431E-01	    0.109282559579420E-01	    0.397923163558558E+02	    0.770202389910008E+01	    0.191148659576128E+01	    0.145240721866863E+00	    0.673009285737537E-01	    0.659755338017306E+00	    0.173861957835454E+00	   -0.591218528021182E-02	    0.289429675291173E+09	   -0.591222755274162E-02	    0.165471292365840E+07	    0.226501689609786E-01	    0.657805641790818E-01	    0.111073317766042E+01	   -0.966352869960578E+00	    0.835808837157268E+00	   -0.857355909423950E-01	    0.875435888032831E-01	    0.861723978750049E+00	    0.119125126340517E+02	   -0.170677519926943E+01	    0.259062782748904E+01	    0.506659774660598E-06	    0.546404653415865E-06	    0.440353262706431E-01	    0.770202389910008E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.194454368096241E-05	    0.185652292189985E-04	    0.307570296375641E-04	    0.141430390060509E-03	    0.335375931789526E+01	    0.143735916752375E-03	    0.113073115579502E-01	    0.144978626161662E+01	    0.120352076475583E-03	    0.373832639730520E-01
    39	   9	    0.213599999999988E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.127485951884382E-02	    0.191414081024199E-01	    0.212112079915116E-02	    0.146159923687002E-01	    0.310401867483996E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.111748622150695E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.856567666374638E-06	    0.506659774660598E-06	    0.138065178874418E-06	    0.125459192234126E-05	    0.546404653415865E-06	    0.147947214745203E-06	    0.227507426197352E+00	    0.440353262706431E-01	    0.109282559579420E-01	    0.397923163558558E+02	    0.770202389910008E+01	    0.191148659576128E+01	    0.145240721866863E+00	    0.673009285737537E-01	    0.659755338017306E+00	    0.173861957835454E+00	   -0.591218528021182E-02	    0.289429675291173E+09	   -0.591222755274162E-02	    0.165471292365840E+07	    0.226501689609786E-01	    0.657805641790818E-01	    0.111073317766042E+01	   -0.966352869960578E+00	    0.835808837157268E+00	   -0.857355909423950E-01	    0.875435888032831E-01	    0.861723978750049E+00	    0.119125126340517E+02	   -0.170677519926943E+01	    0.259062782748904E+01	    0.506659774660598E-06	    0.546404653415865E-06	    0.440353262706431E-01	    0.770202389910008E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.194454368096241E-05	    0.185652292189985E-04	    0.307570296375641E-04	    0.141430390060509E-03	    0.335375931789526E+01	    0.143735916752375E-03	    0.113073115579502E-01	    0.144978626161662E+01	    0.120352076475583E-03	    0.373832639730520E-01
    40	   3	    0.213699999999988E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.127224930120638E-02	    0.191414081024199E-01	    0.211310699084970E-02	    0.146159923687002E-01	    0.310402309691253E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.111748622150695E+02	    0.107481047196618E-05	    0.614483751658718E-08	    0.856567324263646E-06	    0.506659572301947E-06	    0.138065178847297E-06	    0.125459191347372E-05	    0.546404649553841E-06	    0.147947214668778E-06	    0.227507011874604E+00	    0.440352460761734E-01	    0.109282716222571E-01	    0.397922438842847E+02	    0.770200987182487E+01	    0.191148933564308E+01	    0.130068660261547E+00	    0.670256194569439E-01	    0.651500077825823E+00	    0.172550703615634E+00	   -0.591070518837945E-02	    0.289430085088579E+09	   -0.591074746097245E-02	    0.165471526653162E+07	    0.226501709963078E-01	    0.657805642843146E-01	    0.111074402016215E+01	   -0.952749560518458E+00	    0.831590243075941E+00	   -0.990612839937616E-01	    0.874710665058049E-01	    0.853738174060670E+00	    0.119105940582542E+02	   -0.170677519926943E+01	    0.259062782748904E+01	    0.506659572301947E-06	    0.546404649553841E-06	    0.440352460761734E-01	    0.770200987182487E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.194641327011374E-05	    0.185046135719942E-04	    0.307619840245895E-04	    0.141430390060509E-03	    0.318301684798948E+01	    0.136749579584333E-03	    0.118363675364861E-01	    0.146064601321287E+01	    0.120506500776164E-03	    0.370537782278803E-01
